Key,NoTranslate,English,Russian
AL_Perk_Savagery4Desc,,You can sense large animals.,Вы можете почувствовать крупных животных.
AL_Perk_Savagery5Desc,,You can sense zombie animals.,Вы можете чувствовать животных-зомби.
,,,
AL_Perk_ProprietaryMorality,,Proprietary Morality,Собственническая мораль
AL_Perk_ProprietaryMoralityDesc,,"A municipal policeman of the higher ranks learns quickly, if he wishes for his career to advance, that power, politics, and cold-hard-cash saturate the gears of justice. The rank-and-file are merely blue soldiers to this arrangement.","Муниципальный полицейский высших рангов, если он хочет добиться успеха в карьере, быстро усвоит, что власть, политика и холодная наличность пропитывают механизмы правосудия. Рядовые в этом отношении являются всего лишь синими солдатами."
AL_Perk_FuckItDesc,,Trying to take a little less in a world like this? What propertarian bullshit is that? Fuck it. I've probably already smashed in the heads of half of these store-owners anyway.,"Пытаетесь взять немного меньше в таком мире? Что это за имущественная чушь? Черт возьми. Я все равно, наверное, уже разбил головы половине этих владельцев магазинов."
AL_Perk_AlcoholismDesc,,I don't need to stop! It makes me feel good..,Мне не нужно останавливаться! Мне от этого хорошо..
AL_Perk_TheGlassPrisonDesc,,I turned around and saw a light shining through. The door was wide open...,"Я обернулся и увидел свет, сияющий сквозь меня. Дверь была широко открыта..."
,,,
AL_Perk_Insight,,Insight,Понимание
AL_Perk_InsightDesc,,One wonders.. can one have insight into how something works and is made just by using it? This perk says yes. Yes you can.,"Возникает вопрос: можно ли понять, как что-то работает и создается, просто используя это? Этот перк говорит да. Да, ты можешь."
AL_Perk_Insight1Desc,,"[00ff00]2%[-] of experience earnt in any action skill will be gained in the related crafting skill, if one exists.","[00ff00]2%[-] опыта, полученного в любом навыке действия, будет получено в соответствующем ремесленном навыке, если таковой существует."
AL_Perk_Insight2Desc,,Bonus increases to [00ff00]4%[-].,Бонус увеличивается до [00ff00]4%[-].
AL_Perk_Insight3Desc,,Bonus increases to [00ff00]6%[-].,Бонус увеличивается до [00ff00]6%[-].
AL_Perk_Insight4Desc,,Bonus increases to [00ff00]8%[-].,Бонус увеличивается до [00ff00]8%[-].
AL_Perk_Insight5Desc,,Bonus increases to [00ff00]10%[-].,Бонус увеличивается до [00ff00]10%[-].
,,,
AL_Perk_Survivor,,Survivor,Выживший
AL_Perk_SurvivorDesc,,"As you continue to survive in this world, you harden against its more constant and boring difficulties.","Продолжая выживать в этом мире, вы закалитесь перед его более постоянными и скучными трудностями."
AL_Perk_Survivor1Desc,,"[ffc070]-10%[-] [ffa24d]Vitality[-] loss from [ff8080]Ambience[-], [ff8080]Hunger[-], and [ff8080]Thirst[-].","[ffc070]-10%[-] [ffa24d]Потеря жизненной силы[-] от [ff8080]Окружения[-], [ff8080]Голод[-] и [ff8080]Жажда[-]."
AL_Perk_Survivor2Desc,,"[ffc070]-20%[-] [ffa24d]Vitality[-] loss from [ff8080]Ambience[-], [ff8080]Hunger[-], and [ff8080]Thirst[-].","[ffc070]-20%[-] [ffa24d]Потеря жизненной силы[-] от [ff8080]Окружения[-], [ff8080]Голод[-] и [ff8080]Жажда[-]."
AL_Perk_Survivor3Desc,,"[ffc070]-30%[-] [ffa24d]Vitality[-] loss from [ff8080]Ambience[-], [ff8080]Hunger[-], and [ff8080]Thirst[-].","[ffc070]-30%[-] [ffa24d]Потеря жизненной силы[-] от [ff8080]Окружения[-], [ff8080]Голод[-] и [ff8080]Жажда[-]."
AL_Perk_Survivor4Desc,,"[ffc070]-40%[-] [ffa24d]Vitality[-] loss from [ff8080]Ambience[-], [ff8080]Hunger[-], and [ff8080]Thirst[-].","[ffc070]-40%[-] [ffa24d]Потеря жизненной силы[-] от [ff8080]Окружения[-], [ff8080]Голод[-] и [ff8080]Жажда[-]."
AL_Perk_Survivor5Desc,,"[ffc070]Half[-] [ffa24d]Vitality[-] loss from [ff8080]Ambience[-], [ff8080]Hunger[-], and [ff8080]Thirst[-].","[ffc070]Половина[-] [ffa24d]жизненной силы[-] потери из-за [ff8080]Окружения[-], [ff8080]Голод[-] и [ff8080]Жажда[-]."
,,,
AL_Perk_IronGuts,,Iron Guts,Железные кишки
AL_Perk_IronGutsDesc,,An ability hard-won by accepting far too many dares.,"Способность, завоеванная с большим трудом, приняв слишком много вызовов."
AL_Perk_IronGuts1Desc,,[00ff00]-15%[-] food poisoning from food and drink.,[00ff00]-15%[-] пищевое отравление пищей и напитками.
AL_Perk_IronGuts2Desc,,[00ff00]-30%[-] food poisoning from food and drink.,[00ff00]-30%[-] пищевое отравление пищей и напитками.
AL_Perk_IronGuts3Desc,,[00ff00]-45%[-] food poisoning from food and drink.,[00ff00]-45%[-] пищевое отравление пищей и напитками.
AL_Perk_IronGuts4Desc,,[00ff00]-60%[-] food poisoning from food and drink.,[00ff00]-60%[-] пищевое отравление пищей и напитками.
AL_Perk_IronGuts5Desc,,[00ff00]-75%[-] food poisoning from food and drink.,[00ff00]-75%[-] пищевое отравление пищей и напитками.
# }}},,,
,,,
# Action Skills {{{,,,
AL_ActionSkill_Gathering,,Gathering,Встреча
AL_ActionSkill_Healing,,Healing,Выздоровление
AL_ActionSkill_Athletics,,Athletics,легкая атлетика
AL_ActionSkill_Swimming,,Swimming,Плавание
AL_ActionSkill_Scavenging,,Scavenging,Уборка мусора
AL_ActionSkill_Cooking,,Cooking,Готовка
AL_ActionSkill_Butchering,,Butchering,разделка мяса
