Key,Russian
AL_LK_SheriffEffects,"[ff8040]Снаряжение:[-]\n- Ваша униформа, табельный пистолет, пара обойм и дубинка.\n\n[ffff40]Начальные навыки:[-]\n- 25 пистолеты.\n- 25 дубинки.\n\n[8080ff] Особые эффекты:[-]\n[40d040]- На 20% больше вероятность найти 9мм патроны и возможность найти 9мм патроны в тех местах, где другие не могут. \n[40d040]- Может без труда открывать полицейские машины.\n- Половина потери жизнестойкости от страха и боевого стресса.\n[ff4040]- На 25% медленнее скорость при обыске.\n- Не получает 'социальную' жизнестойкость от [f6d900]Хулигана[-]."
,
AL_LK_CrawlerText,"[0a0a0]'Едем в Винчестер, пьём пиво, и ждём, пока всё это не закончится...'[-]\n\nВы - квинтэссенция алкоголика, который всю жизнь ходит по пабам, и вас уже выгнали из многих.\n\nВы не намерены позволить какому-то пожирателю мозгов встать между вами и хорошим пивом."
AL_LK_CrawlerEffects,[ff8040]Снаряжение:[-]\n- Обмотки для костяшек.\n- Парочка на дорожку.\n\n[ffff40]Начальные навыки:[-]\n- 20 кулачный бой.\n\n[8080ff]Особые эффекты:[-]\n[40ff40]- Двойные бонусы от пьянства.\n- Половинные штрафы от пьянства. \n- Начинает с разблокированной рабочей станцией Винокурня.\n- Никогда не будет тошнить от чрезмерного употребления алкоголя.[-]\n[ff4040]- Начинает со 100% алкоголизмом.\n- Алкоголизм никогда не может опуститься ниже 25%.[-]
,
AL_LK_SavageText,"На заре апокалипсиса вы застряли на отдалённом шоссе, а ваша машина сломалась. Вместо того чтобы искать цивилизацию, вы скрылись в лесу. Возможно, это была удача, но вы неплохо справились. Вы выжили почти без ничего, избежав контакта с нежитью.\n\nТеперь, став опытным лесником, вы готовы вернуться в города, чтобы попытаться наладить свою жизнь."
AL_LK_SavageEffects,"[ff8040]Снаряжение:[-]\n- Примитивный лук и несколько стрел.\n- Костяной нож.\n- Каменный топор.\n\n[ffff40]Начальные навыки:[-]\n- 20 стрельба из лука.\n- 20 свежевание. \n\n[8080ff]Особые эффекты:[-]\n[40ff40]- Умение 'Дикость'; Сразу позволяет отслеживать мелких животных.\n- Всегда знает, где находится его спальное место, когда находится в лесном биоме.\n[808080]- Пропускает серию обучающих заданий (Afterlife)."
,
AL_LK_HoodlumText,"Родившись и выросши в городской нищете, вы научились пробиваться любыми способами.\n\nВоровство и кражи со взломом - это лишь названия единственных развлечений, и если ты не занимаешься этим, то прозябаешь в сточной канаве, глубоко в трещинах общества. Однако с появлением трупов, вставших на ноги, игра изменилась.\n\nМертвецы быстрее живых приходят к насилию, но их не особо волнует мародёрство."
AL_LK_HoodlumEffects,[ff8040]Снаряжение:[-]\n- Заточка.\n- Набор отмычек.\n\n[ffff40]Начальные навыки:[-]\n- 20 ножи.\n- 20 отмычки.\n\n[8080ff]Особые эффекты:[-]\n[40d040]- Умение: 'Заточка'; обеспечивает незначительное кровотечение при атаке ножами.\n- Может изготавливать [00ff00]самодельные отмычки[-][40ff40].\n[d04040]- Не получает 'социальную' жизнестойкость от [00abff]Шерифа[-].
